Country,Time,Total Exports Value ($US),Customs Import Value (Gen) ($US)
Uzbekistan,July 2019,"162,708,392","973,834"
Uzbekistan,August 2019,"12,722,377","7,399,259"
Uzbekistan,September 2019,"8,980,453","544,662"
Uzbekistan,October 2019,"8,614,511","723,304"
Uzbekistan,November 2019,"9,638,228","494,536"
Uzbekistan,December 2019,"23,128,589","2,261,591"
Vanuatu,January 2016,"2,282,096","112,256"
Vanuatu,February 2016,"209,215","333,740"
Vanuatu,March 2016,"1,169,769","919,288"
Vanuatu,April 2016,"1,379,536","303,837"
Vanuatu,May 2016,"326,450","923,912"
Vanuatu,June 2016,"250,028","282,212"
Vanuatu,July 2016,"545,409","803,349"
Vanuatu,August 2016,"212,201","154,598"
Vanuatu,September 2016,"367,646","615,308"
Vanuatu,October 2016,"279,733","210,714"
Vanuatu,November 2016,"318,773","284,386"
Vanuatu,December 2016,"472,669","637,873"
Vanuatu,January 2017,"650,498","192,868"
Vanuatu,February 2017,"1,215,787","336,219"
Vanuatu,March 2017,"166,712","536,052"
Vanuatu,April 2017,"96,564","268,878"
Vanuatu,May 2017,"465,613","529,411"
Vanuatu,June 2017,"529,379","167,022"
Vanuatu,July 2017,"571,948","1,121,138"
Vanuatu,August 2017,"751,423","764,171"
Vanuatu,September 2017,"1,319,695","292,421"
Vanuatu,October 2017,"1,123,988","377,863"
Vanuatu,November 2017,"333,489","553,956"
Vanuatu,December 2017,"537,329","218,380"
Vanuatu,January 2018,"465,190","465,331"
Vanuatu,February 2018,"181,625","1,078,888"
Vanuatu,March 2018,"424,381","727,712"
Vanuatu,April 2018,"936,857","273,055"
Vanuatu,May 2018,"3,135,976","689,289"
Vanuatu,June 2018,"1,575,118","522,670"
Vanuatu,July 2018,"1,165,455","1,014,719"
Vanuatu,August 2018,"280,024","326,859"
Vanuatu,September 2018,"1,117,473","331,905"
Vanuatu,October 2018,"594,050","713,316"
Vanuatu,November 2018,"342,495","221,168"
Vanuatu,December 2018,"89,865","693,215"
Vanuatu,January 2019,"245,034","229,512"
Vanuatu,February 2019,"558,647","330,752"
Vanuatu,March 2019,"423,228","78,410"
Vanuatu,April 2019,"147,698","1,088,568"
Vanuatu,May 2019,"231,547","529,488"
Vanuatu,June 2019,"323,203","464,761"
Vanuatu,July 2019,"594,978","395,768"
Vanuatu,August 2019,"581,343","869,669"
Vanuatu,September 2019,"186,711","461,365"
Vanuatu,October 2019,"549,186","814,895"
Vanuatu,November 2019,"502,520","521,923"
Vanuatu,December 2019,"305,435","289,023"
Vatican City,January 2016,"34,812","10,099"
Vatican City,February 2016,"3,281","19,204"
Vatican City,March 2016,"236,598","9,250"
Vatican City,April 2016,0,"207,595"
Vatican City,May 2016,0,"27,771"
Vatican City,June 2016,0,"87,227"
Vatican City,July 2016,"9,028","146,527"
Vatican City,August 2016,"141,062","48,476"
Vatican City,September 2016,"32,062","14,653"
Vatican City,October 2016,"276,889","55,579"
Vatican City,November 2016,"84,379","5,642"
Vatican City,December 2016,"7,233","49,810"
Vatican City,January 2017,"97,851","42,069"
Vatican City,February 2017,"366,368","322,479"
Vatican City,March 2017,0,"10,910"
Vatican City,April 2017,"447,037","145,507"
Vatican City,May 2017,0,"11,324"
Vatican City,June 2017,"35,000","238,786"
Vatican City,July 2017,0,"21,690"
Vatican City,August 2017,"190,835","107,984"
Vatican City,September 2017,"6,529","31,550"
Vatican City,October 2017,0,"9,773"
Vatican City,November 2017,0,"48,652"
Vatican City,December 2017,"3,233","76,867"
Vatican City,January 2018,0,"227,443"
Vatican City,February 2018,0,"42,204"
Vatican City,March 2018,"95,491","12,086"
Vatican City,April 2018,"7,230","59,180"
Vatican City,May 2018,"13,089","166,523"
Vatican City,June 2018,0,"58,015"
Vatican City,July 2018,0,"70,343"
Vatican City,August 2018,0,"14,489"
Vatican City,September 2018,"56,210","34,517"
Vatican City,October 2018,0,"19,457"
Vatican City,November 2018,0,"154,689"
Vatican City,December 2018,"11,810","9,922"
Vatican City,January 2019,0,"14,862"
Vatican City,February 2019,"195,603","72,226"
Vatican City,March 2019,0,"51,493"
Vatican City,April 2019,0,"30,466"
Vatican City,May 2019,0,"22,968"
Vatican City,June 2019,0,"74,320"
Vatican City,July 2019,0,"65,556"
Vatican City,August 2019,0,"170,376"
Vatican City,September 2019,"10,266","170,007"
Vatican City,October 2019,0,"291,536"
Vatican City,November 2019,"273,640","4,583"
Vatican City,December 2019,"239,403","11,242"
Venezuela,January 2016,"366,638,355","665,885,858"
Venezuela,February 2016,"458,357,475","555,846,020"
Venezuela,March 2016,"451,811,015","714,077,253"
Venezuela,April 2016,"439,430,415","800,706,351"
Venezuela,May 2016,"504,717,236","792,246,645"
Venezuela,June 2016,"345,995,596","1,004,883,813"
Venezuela,July 2016,"545,997,133","1,122,912,443"
Venezuela,August 2016,"458,373,760","1,104,557,369"
Venezuela,September 2016,"394,591,170","993,117,291"
Venezuela,October 2016,"370,388,103","933,495,658"
Venezuela,November 2016,"462,164,254","1,131,138,066"
Venezuela,December 2016,"415,837,427","1,076,045,500"
Venezuela,January 2017,"329,466,193","1,304,085,687"
Venezuela,February 2017,"418,477,934","1,086,440,089"
Venezuela,March 2017,"323,218,565","1,234,959,056"
Venezuela,April 2017,"364,388,427","1,114,780,645"
Venezuela,May 2017,"340,249,370","1,224,375,194"
Venezuela,June 2017,"384,730,887","918,795,386"
Venezuela,July 2017,"418,904,033","986,279,517"
Venezuela,August 2017,"339,243,815","951,865,399"
Venezuela,September 2017,"207,259,569","932,631,468"
Venezuela,October 2017,"331,779,514","917,555,993"
Venezuela,November 2017,"313,386,567","948,521,079"
Venezuela,December 2017,"356,132,237","723,977,250"
Venezuela,January 2018,"366,461,951","900,692,956"
Venezuela,February 2018,"487,088,179","744,742,280"
Venezuela,March 2018,"528,573,380","966,078,204"
Venezuela,April 2018,"347,975,170","1,087,444,434"
Venezuela,May 2018,"497,715,437","913,774,239"
Venezuela,June 2018,"628,368,307","1,255,376,536"
Venezuela,July 2018,"485,368,384","1,253,663,661"
Venezuela,August 2018,"489,130,023","1,228,518,387"
Venezuela,September 2018,"422,311,530","1,342,661,532"
Venezuela,October 2018,"495,291,715","1,340,367,946"
Venezuela,November 2018,"733,184,277","1,109,612,815"
Venezuela,December 2018,"592,445,083","1,051,432,308"
Venezuela,January 2019,"358,908,500","990,605,594"
Venezuela,February 2019,"108,541,483","408,876,868"
Venezuela,March 2019,"75,627,990","158,689,499"
Venezuela,April 2019,"76,433,324","172,053,592"
Venezuela,May 2019,"77,613,787","47,806,381"
Venezuela,June 2019,"93,084,172","25,485,968"
Venezuela,July 2019,"70,435,088","20,864,945"
Venezuela,August 2019,"72,637,777","22,955,732"
Venezuela,September 2019,"74,549,116","16,665,414"
Venezuela,October 2019,"103,310,835","25,443,416"
Venezuela,November 2019,"103,592,267","20,136,075"
Venezuela,December 2019,"73,789,771","23,363,421"
Vietnam,January 2016,"621,132,436","3,167,752,425"
Vietnam,February 2016,"512,409,465","3,448,125,637"
Vietnam,March 2016,"601,633,625","3,308,419,901"
Vietnam,April 2016,"755,244,683","2,995,067,822"
Vietnam,May 2016,"716,025,138","3,249,979,702"
Vietnam,June 2016,"931,277,675","3,951,898,672"
Vietnam,July 2016,"1,075,411,769","3,530,083,272"
Vietnam,August 2016,"1,063,342,020","3,957,902,619"
Vietnam,September 2016,"980,970,885","3,449,108,922"
Vietnam,October 2016,"1,128,689,123","3,687,279,313"
Vietnam,November 2016,"1,013,301,387","4,022,725,238"
Vietnam,December 2016,"699,000,854","3,317,111,272"
Vietnam,January 2017,"647,794,088","3,979,569,022"
Vietnam,February 2017,"697,536,607","3,139,653,361"
Vietnam,March 2017,"712,909,795","3,083,157,334"
Vietnam,April 2017,"677,923,698","3,950,917,067"
Vietnam,May 2017,"787,502,316","4,277,573,829"
Vietnam,June 2017,"564,109,352","3,935,519,980"
Vietnam,July 2017,"526,919,745","4,004,435,216"
Vietnam,August 2017,"595,191,589","4,221,585,917"
Vietnam,September 2017,"625,311,865","3,857,972,573"
Vietnam,October 2017,"743,518,972","4,302,437,908"
Vietnam,November 2017,"796,498,988","4,002,614,361"
Vietnam,December 2017,"758,875,696","3,721,932,926"
Vietnam,January 2018,"616,745,564","3,993,126,525"
Vietnam,February 2018,"707,568,121","3,482,059,523"
Vietnam,March 2018,"784,212,174","3,907,805,775"
Vietnam,April 2018,"769,402,573","3,574,262,518"
Vietnam,May 2018,"923,934,075","3,990,622,557"
Vietnam,June 2018,"813,517,063","3,862,339,775"
Vietnam,July 2018,"800,273,600","4,208,774,247"
Vietnam,August 2018,"778,237,638","4,889,236,104"
Vietnam,September 2018,"912,775,189","4,439,310,525"
Vietnam,October 2018,"916,684,841","4,971,720,186"
Vietnam,November 2018,"845,470,786","4,055,810,989"
Vietnam,December 2018,"806,753,055","3,783,538,530"
Vietnam,January 2019,"690,592,383","5,368,276,546"
Vietnam,February 2019,"727,312,466","5,319,935,921"
Vietnam,March 2019,"1,059,753,149","5,274,097,304"
Vietnam,April 2019,"889,560,241","4,727,929,224"
Vietnam,May 2019,"879,314,469","5,147,719,229"
Vietnam,June 2019,"860,405,731","4,603,096,820"
Vietnam,July 2019,"802,801,199","5,548,222,643"
Vietnam,August 2019,"1,367,117,219","6,832,890,681"
Vietnam,September 2019,"792,079,194","6,187,646,030"
Vietnam,October 2019,"1,066,633,027","6,362,608,003"
Vietnam,November 2019,"847,100,496","5,485,386,187"
Vietnam,December 2019,"877,799,195","5,772,114,018"
Wallis and Futuna,January 2016,"10,878","13,056"
Wallis and Futuna,February 2016,"21,816","36,192"
Wallis and Futuna,March 2016,"22,060","1,845"
Wallis and Futuna,April 2016,,
Wallis and Futuna,May 2016,"39,337","5,633"
Wallis and Futuna,June 2016,"20,667",39
Wallis and Futuna,July 2016,"19,949",765
Wallis and Futuna,August 2016,"3,913","30,678"
Wallis and Futuna,September 2016,"45,134","6,999"
Wallis and Futuna,October 2016,"20,424","88,249"
Wallis and Futuna,November 2016,"10,512","332,896"
Wallis and Futuna,December 2016,"10,466",0
Wallis and Futuna,January 2017,"34,290",193
Wallis and Futuna,February 2017,"9,187","20,513"
Wallis and Futuna,March 2017,"17,521",345
Wallis and Futuna,April 2017,"103,909","5,009"
Wallis and Futuna,May 2017,0,"19,874"
Wallis and Futuna,June 2017,"39,644","1,025"
Wallis and Futuna,July 2017,"10,214",0
Wallis and Futuna,August 2017,"46,617","4,266"
Wallis and Futuna,September 2017,"26,209","2,182"
Wallis and Futuna,October 2017,"2,721",0
Wallis and Futuna,November 2017,,
Wallis and Futuna,December 2017,"10,214","7,212"
Wallis and Futuna,January 2018,0,5
Wallis and Futuna,February 2018,0,277
Wallis and Futuna,March 2018,"18,817",0
Wallis and Futuna,April 2018,"3,492","2,450"
Wallis and Futuna,May 2018,"4,485",325
Wallis and Futuna,June 2018,"792,450",0
Wallis and Futuna,July 2018,"41,086",0
Wallis and Futuna,August 2018,"3,934","14,924"
Wallis and Futuna,September 2018,"97,078",0
Wallis and Futuna,October 2018,"4,533",0
Wallis and Futuna,November 2018,,
Wallis and Futuna,December 2018,"222,782","1,970"
Wallis and Futuna,January 2019,0,"5,200"
Wallis and Futuna,February 2019,0,"2,240"
Wallis and Futuna,March 2019,"163,884","11,451"
Wallis and Futuna,April 2019,"40,878",0
Wallis and Futuna,May 2019,,
Wallis and Futuna,June 2019,"25,823",377
Wallis and Futuna,July 2019,"208,000",0
Wallis and Futuna,August 2019,"11,617","2,240"
Wallis and Futuna,September 2019,0,94
Wallis and Futuna,October 2019,"15,680","22,995"
Wallis and Futuna,November 2019,,
Wallis and Futuna,December 2019,"5,806","5,749"
West Bank Administered by Israel,January 2016,"96,164","696,637"
West Bank Administered by Israel,February 2016,"23,409","227,764"
West Bank Administered by Israel,March 2016,"106,220","340,358"
West Bank Administered by Israel,April 2016,"119,818","337,818"
West Bank Administered by Israel,May 2016,"95,861","331,000"
West Bank Administered by Israel,June 2016,"29,695","511,157"
West Bank Administered by Israel,July 2016,"275,328","1,006,805"
West Bank Administered by Israel,August 2016,"163,110","179,544"
West Bank Administered by Israel,September 2016,"57,256","268,171"
West Bank Administered by Israel,October 2016,"96,387","199,684"
West Bank Administered by Israel,November 2016,"73,203","564,398"
West Bank Administered by Israel,December 2016,"32,918","1,719,267"
West Bank Administered by Israel,January 2017,"220,147","956,389"
West Bank Administered by Israel,February 2017,"112,202","324,682"
West Bank Administered by Israel,March 2017,"260,628","658,881"
West Bank Administered by Israel,April 2017,"231,111","290,552"
West Bank Administered by Israel,May 2017,"305,543","396,854"
West Bank Administered by Israel,June 2017,"327,802","1,092,742"
West Bank Administered by Israel,July 2017,"178,217","296,191"
West Bank Administered by Israel,August 2017,"106,318","217,798"
West Bank Administered by Israel,September 2017,"143,312","149,361"
West Bank Administered by Israel,October 2017,"115,305","566,618"
West Bank Administered by Israel,November 2017,"94,347","501,135"
West Bank Administered by Israel,December 2017,"97,428","815,356"
West Bank Administered by Israel,January 2018,"306,548","473,678"
West Bank Administered by Israel,February 2018,"130,573","994,936"
West Bank Administered by Israel,March 2018,"332,497","210,936"
West Bank Administered by Israel,April 2018,"182,527","337,382"
West Bank Administered by Israel,May 2018,"196,254","514,581"
West Bank Administered by Israel,June 2018,"258,305","407,123"
West Bank Administered by Israel,July 2018,"291,043","608,624"
West Bank Administered by Israel,August 2018,"195,036","175,778"
West Bank Administered by Israel,September 2018,"64,385","216,605"
West Bank Administered by Israel,October 2018,"71,149","277,998"
West Bank Administered by Israel,November 2018,"90,137","264,158"
West Bank Administered by Israel,December 2018,"48,628","297,877"
West Bank Administered by Israel,January 2019,"471,867","652,176"
West Bank Administered by Israel,February 2019,"799,390","440,847"
West Bank Administered by Israel,March 2019,"355,329","318,948"
West Bank Administered by Israel,April 2019,"224,963","525,288"
West Bank Administered by Israel,May 2019,"170,489","197,705"
West Bank Administered by Israel,June 2019,"39,877","226,470"
West Bank Administered by Israel,July 2019,"20,186","342,320"
West Bank Administered by Israel,August 2019,"359,190","163,853"
West Bank Administered by Israel,September 2019,"81,445","189,980"
West Bank Administered by Israel,October 2019,"140,791","249,372"
West Bank Administered by Israel,November 2019,"240,196","253,476"
West Bank Administered by Israel,December 2019,"432,190","520,227"
Western Sahara,January 2016,0,"33,988"
Western Sahara,February 2016,0,"2,959"
Western Sahara,March 2016,"18,533","2,605"
Western Sahara,April 2016,,
Western Sahara,May 2016,0,372
Western Sahara,June 2016,"28,935","2,005"
Western Sahara,July 2016,0,"35,510"
Western Sahara,August 2016,"28,048","4,819"
Western Sahara,September 2016,0,324
Western Sahara,October 2016,,
Western Sahara,November 2016,,
Western Sahara,December 2016,"18,467",0
Western Sahara,January 2017,,
Western Sahara,February 2017,,
Western Sahara,March 2017,"418,356",414
Western Sahara,April 2017,,
Western Sahara,May 2017,0,14
Western Sahara,June 2017,0,"5,351"
Western Sahara,July 2017,,
Western Sahara,August 2017,0,"12,634"
Western Sahara,September 2017,,
Western Sahara,October 2017,,
Western Sahara,November 2017,,
Western Sahara,December 2017,,
Western Sahara,January 2018,0,109
Western Sahara,February 2018,0,"8,870"
Western Sahara,March 2018,0,"9,268"
Western Sahara,April 2018,,
Western Sahara,May 2018,0,2
Western Sahara,June 2018,,
Western Sahara,July 2018,,
Western Sahara,August 2018,0,"69,784"
Western Sahara,September 2018,0,902
Western Sahara,October 2018,"259,989",0
Western Sahara,November 2018,0,133
Western Sahara,December 2018,,
Western Sahara,January 2019,,
Western Sahara,February 2019,,
Western Sahara,March 2019,,
Western Sahara,April 2019,,
Western Sahara,May 2019,,
Western Sahara,June 2019,,
Western Sahara,July 2019,0,647
Western Sahara,August 2019,"5,310,481",361
Western Sahara,September 2019,0,"258,837"
Western Sahara,October 2019,"7,682,216","7,335"
Western Sahara,November 2019,0,45
Western Sahara,December 2019,"8,205,071","1,166"
Yemen,January 2016,"3,230,393","294,926"
Yemen,February 2016,"29,634,406","172,929"
Yemen,March 2016,"9,746,178","453,702"
Yemen,April 2016,"8,529,788","254,653"
Yemen,May 2016,"51,251,981","182,382"
Yemen,June 2016,"14,367,470","143,395"
Yemen,July 2016,"19,310,905","153,160"
Yemen,August 2016,"12,314,577","375,335"
Yemen,September 2016,"3,672,654","7,282"
Yemen,October 2016,"11,829,560","326,631"
Yemen,November 2016,"3,418,107","9,799"
Yemen,December 2016,"3,561,034","22,065"
Yemen,January 2017,"4,460,352","304,247"
Yemen,February 2017,"20,146,283","7,520,225"
Yemen,March 2017,"13,286,256","61,685"
Yemen,April 2017,"18,287,739","137,628"
Yemen,May 2017,"19,465,233","18,738"
Yemen,June 2017,"25,827,304","190,147"
Yemen,July 2017,"10,996,262","266,934"
Yemen,August 2017,"10,110,146","76,085"
Yemen,September 2017,"31,649,110","222,263"
Yemen,October 2017,"27,371,051","66,177"
Yemen,November 2017,"9,466,618","571,136"
Yemen,December 2017,"7,888,845","115,191"
Yemen,January 2018,"8,843,113","40,384"
Yemen,February 2018,"17,531,123","175,117"
Yemen,March 2018,"14,844,652","18,217"
Yemen,April 2018,"3,813,590","519,756"
Yemen,May 2018,"11,951,440","13,729"
Yemen,June 2018,"16,834,514","109,174"
Yemen,July 2018,"20,038,592","183,072"
Yemen,August 2018,"60,528,488","333,783"
Yemen,September 2018,"4,144,510","290,848"
Yemen,October 2018,"12,078,031","248,524"
Yemen,November 2018,"4,567,065",649
Yemen,December 2018,"16,132,579","231,605"
Yemen,January 2019,"1,774,388","497,576"
Yemen,February 2019,"51,551,973","650,433"
Yemen,March 2019,"21,713,703","263,855"
Yemen,April 2019,"2,271,587","260,967"
