Commodity,Month,Year,Quarter,Time,Balance ($US),Total Exports Value ($US),Customs Import Value (Gen) ($US)
Food & Kindred Products,August,2018,Q3,August 2018,-138019217,224547434,362566651
Food & Kindred Products,September,2018,Q3,September 2018,-123537029,191497924,315034953
Food & Kindred Products,October,2018,Q4,October 2018,-93891333,224843805,318735138
Food & Kindred Products,November,2018,Q4,November 2018,-76804697,266658166,343462863
Food & Kindred Products,December,2018,Q4,December 2018,-287545304,218464583,506009887
Food & Kindred Products,January,2019,Q1,January 2019,-48138623,198451773,246590396
Food & Kindred Products,February,2019,Q1,February 2019,-27982184,203038654,231020838
Food & Kindred Products,March,2019,Q1,March 2019,27814596,222368320,194553724
Food & Kindred Products,April,2019,Q2,April 2019,-11101664,225498032,236599696
Food & Kindred Products,May,2019,Q2,May 2019,-22061283,233142229,255203512
Food & Kindred Products,June,2019,Q2,June 2019,12058961,252797093,240738132
Food & Kindred Products,July,2019,Q3,July 2019,44424542,294628950,250204408
Food & Kindred Products,August,2019,Q3,August 2019,26123292,281679574,255556282
Food & Kindred Products,September,2019,Q3,September 2019,-18100051,258869278,276969329
Food & Kindred Products,October,2019,Q4,October 2019,61696290,300972569,239276279
Food & Kindred Products,November,2019,Q4,November 2019,146270633,363083240,216812607
Food & Kindred Products,December,2019,Q4,December 2019,143194250,402940453,259746203
Beverages & Tobacco Products,January,2002,Q1,January 2002,-4622628,282381,4905009
Beverages & Tobacco Products,February,2002,Q1,February 2002,-1932913,361850,2294763
Beverages & Tobacco Products,March,2002,Q1,March 2002,-3375169,539427,3914596
Beverages & Tobacco Products,April,2002,Q2,April 2002,-4204307,141798,4346105
Beverages & Tobacco Products,May,2002,Q2,May 2002,-4938829,278761,5217590
Beverages & Tobacco Products,June,2002,Q2,June 2002,-3191173,1140168,4331341
Beverages & Tobacco Products,July,2002,Q3,July 2002,-3222598,463194,3685792
Beverages & Tobacco Products,August,2002,Q3,August 2002,-2202011,292397,2494408
Beverages & Tobacco Products,September,2002,Q3,September 2002,-1202389,846447,2048836
Beverages & Tobacco Products,October,2002,Q4,October 2002,-692014,574235,1266249
Beverages & Tobacco Products,November,2002,Q4,November 2002,-1701898,298562,2000460
Beverages & Tobacco Products,December,2002,Q4,December 2002,-2265082,522846,2787928
Beverages & Tobacco Products,January,2003,Q1,January 2003,-1689305,415313,2104618
Beverages & Tobacco Products,February,2003,Q1,February 2003,-1013627,297163,1310790
Beverages & Tobacco Products,March,2003,Q1,March 2003,-971547,413607,1385154
Beverages & Tobacco Products,April,2003,Q2,April 2003,-1540681,589160,2129841
Beverages & Tobacco Products,May,2003,Q2,May 2003,-2359302,192607,2551909
Beverages & Tobacco Products,June,2003,Q2,June 2003,-2231397,204830,2436227
Beverages & Tobacco Products,July,2003,Q3,July 2003,-1583354,934280,2517634
Beverages & Tobacco Products,August,2003,Q3,August 2003,-3178617,735709,3914326
Beverages & Tobacco Products,September,2003,Q3,September 2003,-2796115,364299,3160414
Beverages & Tobacco Products,October,2003,Q4,October 2003,-2249692,791727,3041419
Beverages & Tobacco Products,November,2003,Q4,November 2003,-1102597,1135672,2238269
Beverages & Tobacco Products,December,2003,Q4,December 2003,-1150919,1329649,2480568
Beverages & Tobacco Products,January,2004,Q1,January 2004,-5176920,558550,5735470
Beverages & Tobacco Products,February,2004,Q1,February 2004,-516491,1005239,1521730
Beverages & Tobacco Products,March,2004,Q1,March 2004,-964078,1388971,2353049
Beverages & Tobacco Products,April,2004,Q2,April 2004,-1718450,1280084,2998534
Beverages & Tobacco Products,May,2004,Q2,May 2004,-2315045,1264367,3579412
Beverages & Tobacco Products,June,2004,Q2,June 2004,-2583230,951961,3535191
Beverages & Tobacco Products,July,2004,Q3,July 2004,-2996267,1219959,4216226
Beverages & Tobacco Products,August,2004,Q3,August 2004,-2529078,520445,3049523
Beverages & Tobacco Products,September,2004,Q3,September 2004,-2454120,487799,2941919
Beverages & Tobacco Products,October,2004,Q4,October 2004,-1913937,1003349,2917286
Beverages & Tobacco Products,November,2004,Q4,November 2004,-413960,1752778,2166738
Beverages & Tobacco Products,December,2004,Q4,December 2004,-1498920,1314955,2813875
Beverages & Tobacco Products,January,2005,Q1,January 2005,-1631816,1497939,3129755
Beverages & Tobacco Products,February,2005,Q1,February 2005,-726431,940127,1666558
Beverages & Tobacco Products,March,2005,Q1,March 2005,-222429,874317,1096746
Beverages & Tobacco Products,April,2005,Q2,April 2005,-1415966,1074383,2490349
Beverages & Tobacco Products,May,2005,Q2,May 2005,-778037,1195673,1973710
Beverages & Tobacco Products,June,2005,Q2,June 2005,-3303390,404868,3708258
Beverages & Tobacco Products,July,2005,Q3,July 2005,-1672797,1212824,2885621
Beverages & Tobacco Products,August,2005,Q3,August 2005,-823992,841299,1665291
Beverages & Tobacco Products,September,2005,Q3,September 2005,-786503,1529096,2315599
Beverages & Tobacco Products,October,2005,Q4,October 2005,-377352,1682952,2060304
Beverages & Tobacco Products,November,2005,Q4,November 2005,-471647,1099241,1570888
Beverages & Tobacco Products,December,2005,Q4,December 2005,-1075373,1260892,2336265
Beverages & Tobacco Products,January,2006,Q1,January 2006,-995320,1394414,2389734
Beverages & Tobacco Products,February,2006,Q1,February 2006,-1118980,621133,1740113
Beverages & Tobacco Products,March,2006,Q1,March 2006,382947,1915375,1532428
Beverages & Tobacco Products,April,2006,Q2,April 2006,-1255118,1249956,2505074
Beverages & Tobacco Products,May,2006,Q2,May 2006,-929682,1893464,2823146
Beverages & Tobacco Products,June,2006,Q2,June 2006,-1990399,1707580,3697979
Beverages & Tobacco Products,July,2006,Q3,July 2006,-1157981,1931455,3089436
Beverages & Tobacco Products,August,2006,Q3,August 2006,-2620062,2273572,4893634
Beverages & Tobacco Products,September,2006,Q3,September 2006,-2036362,1410109,3446471
Beverages & Tobacco Products,October,2006,Q4,October 2006,-1174196,1521136,2695332
Beverages & Tobacco Products,November,2006,Q4,November 2006,-1522563,1816319,3338882
Beverages & Tobacco Products,December,2006,Q4,December 2006,942264,2597140,1654876
Beverages & Tobacco Products,January,2007,Q1,January 2007,-2100019,1434631,3534650
Beverages & Tobacco Products,February,2007,Q1,February 2007,-214853,1808234,2023087
Beverages & Tobacco Products,March,2007,Q1,March 2007,-788666,2083647,2872313
Beverages & Tobacco Products,April,2007,Q2,April 2007,-1126858,1912963,3039821
Beverages & Tobacco Products,May,2007,Q2,May 2007,-2261919,2002443,4264362
Beverages & Tobacco Products,June,2007,Q2,June 2007,-617018,3088345,3705363
Beverages & Tobacco Products,July,2007,Q3,July 2007,-1762173,1793862,3556035
Beverages & Tobacco Products,August,2007,Q3,August 2007,-1141067,2172807,3313874
Beverages & Tobacco Products,September,2007,Q3,September 2007,-1190693,2803047,3993740
Beverages & Tobacco Products,October,2007,Q4,October 2007,-364906,2738500,3103406
Beverages & Tobacco Products,November,2007,Q4,November 2007,835835,2946507,2110672
Beverages & Tobacco Products,December,2007,Q4,December 2007,-223790,2965972,3189762
Beverages & Tobacco Products,January,2008,Q1,January 2008,1309147,3694419,2385272
Beverages & Tobacco Products,February,2008,Q1,February 2008,962255,3093912,2131657
Beverages & Tobacco Products,March,2008,Q1,March 2008,575922,2755623,2179701
Beverages & Tobacco Products,April,2008,Q2,April 2008,-619708,3328870,3948578
Beverages & Tobacco Products,May,2008,Q2,May 2008,-893185,3342701,4235886
Beverages & Tobacco Products,June,2008,Q2,June 2008,-1856204,2277980,4134184
Beverages & Tobacco Products,July,2008,Q3,July 2008,-1706841,1910459,3617300
Beverages & Tobacco Products,August,2008,Q3,August 2008,-1200672,2369902,3570574
Beverages & Tobacco Products,September,2008,Q3,September 2008,1118612,3840202,2721590
Beverages & Tobacco Products,October,2008,Q4,October 2008,-723412,1968927,2692339
Beverages & Tobacco Products,November,2008,Q4,November 2008,2076987,4261549,2184562
Beverages & Tobacco Products,December,2008,Q4,December 2008,1805144,4711500,2906356
Beverages & Tobacco Products,January,2009,Q1,January 2009,-494128,2285929,2780057
Beverages & Tobacco Products,February,2009,Q1,February 2009,1069049,2404496,1335447
Beverages & Tobacco Products,March,2009,Q1,March 2009,1698204,4050879,2352675
Beverages & Tobacco Products,April,2009,Q2,April 2009,-1582778,3506771,5089549
Beverages & Tobacco Products,May,2009,Q2,May 2009,1934898,3932415,1997517
Beverages & Tobacco Products,June,2009,Q2,June 2009,2943453,5282762,2339309
Beverages & Tobacco Products,July,2009,Q3,July 2009,3087118,6347728,3260610
Beverages & Tobacco Products,August,2009,Q3,August 2009,21259403,23358346,2098943
Beverages & Tobacco Products,September,2009,Q3,September 2009,16588330,18893819,2305489
Beverages & Tobacco Products,October,2009,Q4,October 2009,24730750,28846259,4115509
Beverages & Tobacco Products,November,2009,Q4,November 2009,20622003,23560401,2938398
Beverages & Tobacco Products,December,2009,Q4,December 2009,22522103,25284501,2762398
Beverages & Tobacco Products,January,2010,Q1,January 2010,21654440,23821616,2167176
Beverages & Tobacco Products,February,2010,Q1,February 2010,30551281,33188197,2636916
Beverages & Tobacco Products,March,2010,Q1,March 2010,26153548,28509720,2356172
Beverages & Tobacco Products,April,2010,Q2,April 2010,33699642,35406058,1706416
Beverages & Tobacco Products,May,2010,Q2,May 2010,60373413,65347154,4973741
Beverages & Tobacco Products,June,2010,Q2,June 2010,58185152,61650475,3465323
Beverages & Tobacco Products,July,2010,Q3,July 2010,68501905,71113252,2611347
Beverages & Tobacco Products,August,2010,Q3,August 2010,53096449,58057235,4960786
Beverages & Tobacco Products,September,2010,Q3,September 2010,41547887,43949587,2401700
Beverages & Tobacco Products,October,2010,Q4,October 2010,47144722,49505302,2360580
Beverages & Tobacco Products,November,2010,Q4,November 2010,38585279,41487796,2902517
Beverages & Tobacco Products,December,2010,Q4,December 2010,41973491,45772730,3799239
Beverages & Tobacco Products,January,2011,Q1,January 2011,28072285,31199600,3127315
Beverages & Tobacco Products,February,2011,Q1,February 2011,29045974,31386429,2340455
Beverages & Tobacco Products,March,2011,Q1,March 2011,20062188,23039651,2977463
Beverages & Tobacco Products,April,2011,Q2,April 2011,16018621,19279866,3261245
Beverages & Tobacco Products,May,2011,Q2,May 2011,16767455,22418369,5650914
Beverages & Tobacco Products,June,2011,Q2,June 2011,24283835,26380245,2096410
Beverages & Tobacco Products,July,2011,Q3,July 2011,29451612,34455595,5003983
Beverages & Tobacco Products,August,2011,Q3,August 2011,37043462,39101636,2058174
Beverages & Tobacco Products,September,2011,Q3,September 2011,50060755,51684776,1624021
Beverages & Tobacco Products,October,2011,Q4,October 2011,44386379,49363593,4977214
Beverages & Tobacco Products,November,2011,Q4,November 2011,42938984,47142216,4203232
Beverages & Tobacco Products,December,2011,Q4,December 2011,33404302,37318041,3913739
Beverages & Tobacco Products,January,2012,Q1,January 2012,28315778,34365106,6049328
Beverages & Tobacco Products,February,2012,Q1,February 2012,42092978,46045598,3952620
Beverages & Tobacco Products,March,2012,Q1,March 2012,53652983,56676195,3023212
Beverages & Tobacco Products,April,2012,Q2,April 2012,77012586,83928245,6915659
Beverages & Tobacco Products,May,2012,Q2,May 2012,72697202,79966696,7269494
Beverages & Tobacco Products,June,2012,Q2,June 2012,74100265,80276386,6176121
Beverages & Tobacco Products,July,2012,Q3,July 2012,68976748,78447980,9471232
Beverages & Tobacco Products,August,2012,Q3,August 2012,46809337,51197428,4388091
Beverages & Tobacco Products,September,2012,Q3,September 2012,58803514,62816996,4013482
Beverages & Tobacco Products,October,2012,Q4,October 2012,48083690,51965873,3882183
Beverages & Tobacco Products,November,2012,Q4,November 2012,30838359,37610135,6771776
Beverages & Tobacco Products,December,2012,Q4,December 2012,38756977,43270111,4513134
Beverages & Tobacco Products,January,2013,Q1,January 2013,39370294,44810099,5439805
Beverages & Tobacco Products,February,2013,Q1,February 2013,53585296,57287743,3702447
Beverages & Tobacco Products,March,2013,Q1,March 2013,66780881,70946166,4165285
Beverages & Tobacco Products,April,2013,Q2,April 2013,91600689,96746898,5146209
Beverages & Tobacco Products,May,2013,Q2,May 2013,84411745,90798152,6386407
Beverages & Tobacco Products,June,2013,Q2,June 2013,96947494,103138167,6190673
Beverages & Tobacco Products,July,2013,Q3,July 2013,147234819,152258685,5023866
Beverages & Tobacco Products,August,2013,Q3,August 2013,182222154,187491659,5269505
Beverages & Tobacco Products,September,2013,Q3,September 2013,149498602,153694100,4195498
Beverages & Tobacco Products,October,2013,Q4,October 2013,180333026,186363263,6030237
Beverages & Tobacco Products,November,2013,Q4,November 2013,181626862,186090136,4463274
Beverages & Tobacco Products,December,2013,Q4,December 2013,153075848,161150582,8074734
Beverages & Tobacco Products,January,2014,Q1,January 2014,95944664,105721564,9776900
Beverages & Tobacco Products,February,2014,Q1,February 2014,134409423,139129860,4720437
Beverages & Tobacco Products,March,2014,Q1,March 2014,172563116,175829405,3266289
Beverages & Tobacco Products,April,2014,Q2,April 2014,138738156,144143980,5405824
Beverages & Tobacco Products,May,2014,Q2,May 2014,167997014,174910983,6913969
Beverages & Tobacco Products,June,2014,Q2,June 2014,179889909,186719378,6829469
Beverages & Tobacco Products,July,2014,Q3,July 2014,163456576,170980810,7524234
Beverages & Tobacco Products,August,2014,Q3,August 2014,133838485,139386735,5548250
Beverages & Tobacco Products,September,2014,Q3,September 2014,50815511,54333803,3518292
Beverages & Tobacco Products,October,2014,Q4,October 2014,7365192,13609323,6244131
Beverages & Tobacco Products,November,2014,Q4,November 2014,9071882,14046371,4974489
Beverages & Tobacco Products,December,2014,Q4,December 2014,30153401,34635878,4482477
Beverages & Tobacco Products,January,2015,Q1,January 2015,38255701,44233493,5977792
Beverages & Tobacco Products,February,2015,Q1,February 2015,69139686,73654293,4514607
Beverages & Tobacco Products,March,2015,Q1,March 2015,121978587,128058052,6079465
Beverages & Tobacco Products,April,2015,Q2,April 2015,159883854,165660347,5776493
Beverages & Tobacco Products,May,2015,Q2,May 2015,250275549,257160659,6885110
Beverages & Tobacco Products,June,2015,Q2,June 2015,238629694,243173991,4544297
Beverages & Tobacco Products,July,2015,Q3,July 2015,250154933,256962109,6807176
Beverages & Tobacco Products,August,2015,Q3,August 2015,192211363,199930877,7719514
Beverages & Tobacco Products,September,2015,Q3,September 2015,137664140,141344244,3680104
Beverages & Tobacco Products,October,2015,Q4,October 2015,88850882,93676724,4825842
Beverages & Tobacco Products,November,2015,Q4,November 2015,64195718,69105375,4909657
Beverages & Tobacco Products,December,2015,Q4,December 2015,43005806,51292155,8286349
Beverages & Tobacco Products,January,2016,Q1,January 2016,40503503,49244410,8740907
Beverages & Tobacco Products,February,2016,Q1,February 2016,42716058,47475392,4759334
Beverages & Tobacco Products,March,2016,Q1,March 2016,31750271,34889022,3138751
Beverages & Tobacco Products,April,2016,Q2,April 2016,28907076,33906542,4999466
Beverages & Tobacco Products,May,2016,Q2,May 2016,50178389,60548684,10370295
